"CountryCode","SeriesCode","DESCRIPTION",
"LBN","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"LBN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for Lebanon include Palestinian refugees registered by UNRWA.",
"LBN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBN","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"LBN","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBN","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"LBN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBN","SM.POP.REFG","Figures include Palestinian refugees under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) which are not included in statistics from the United Nations Office of the High Commissioner for Refugees (UNHCR).",
"LBN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2018 are based on reports provided by the country.",
"LBN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBN","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"LBN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBN","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"LBN","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"LBN","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"LBN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBN","MS.MIL.XPND.CD","1960-1997, 2005-2007, 2010 & 2013-2018 SIPRI estimates.",
"LBN","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"LBN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBN","IT.MLT.MAIN.P2","Ministère des Postes et des Télécommunications.",
"LBN","IT.NET.BBND.P2","Ministère des Postes et des Télécommunications.",
"LBN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2001: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Due to lack of data on international tourism receipts concerning statistics on inbound tourism, the Department of “Internet and Statistics Service of the Ministry of Tourism” considers that a tourist spends an average of US$ 1,000.",
"LBN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBN","IT.NET.USER.ZS","Ministère des Postes et des Télécommunications.",
"LBN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBN","IT.CEL.SETS.P2","Ministère des Postes et des Télécommunications.",
"LBN","IT.NET.BBND","Ministère des Postes et des Télécommunications.",
"LBN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBN","IT.MLT.MAIN","Ministère des Postes et des Télécommunications.",
"LBN","IT.CEL.SETS","Ministère des Postes et des Télécommunications.",
"LBR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBR","IT.NET.BBND.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.MLT.MAIN.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LBR","IT.NET.BBND","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","PA.NUS.FCRF","Data are reported in Liberian dollars.",
"LBR","IT.CEL.SETS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBR","IT.MLT.MAIN","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBR","IT.CEL.SETS.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LBR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBR","IT.NET.USER.ZS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2018 are World Bank staff estimates based on the market data. Short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of Paris Club rescheduling agreement signed in 2008 and 2010, and HIPC and MDRI debt relief.",
"LBR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LBY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBY","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","IT.NET.BBND","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBY","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"LBY","IT.CEL.SETS.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"LBY","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"LBY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBY","IT.NET.BBND.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBY","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LBY","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"LBY","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"LBY","IT.NET.USER.ZS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"LBY","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"LBY","IT.CEL.SETS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.MLT.MAIN","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.MLT.MAIN.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBY","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"LBY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBY","MS.MIL.XPND.CD","1960-1976 SIPRI estimates.",
"LBY","MS.MIL.XPND.CN","1960-1976 SIPRI estimates.",
"LCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LCA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LCA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LCA","IT.MLT.MAIN","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LCA","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2018 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"LCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LCA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LCA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LCA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LCA","IT.NET.BBND","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Excluding nationals residing abroad.",
"LCA","IT.CEL.SETS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LCA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LCA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCN","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIE","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"LIE","SP.DYN.TFRT.IN","Data source: Eurostat",
"LIE","IT.MLT.MAIN.P2","Office for Communications.",
"LIE","SP.DYN.CDRT.IN","Data source: Eurostat",
"LIE","IT.CEL.SETS","Office for Communications.",
"LIE","IT.MLT.MAIN","Office for Communications.",
"LIE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LIE","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LIE","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LIE","IT.NET.USER.ZS","Office for Communications.",
"LIE","IT.NET.BBND.P2","Office for Communications.",
"LIE","ST.INT.ARVL","Arrivals of non-resident tourists in all types of accommodation establishments. Since 2012 excluding long term tourists on campgrounds and in holiday flats.",
"LIE","SP.DYN.CBRT.IN","Data source: Eurostat",
"LIE","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"LIE","IT.NET.BBND","Office for Communications.",
"LIE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LIE","IT.CEL.SETS.P2","Office for Communications.",
"LKA","SP.POP.GROW","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"LKA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LKA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Excluding nationals residing abroad.",
"LKA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LKA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.POP.TOTL","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"LKA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LKA","MS.MIL.XPND.CN","1960-2003 SIPRI estimates.",
"LKA","IT.MLT.MAIN","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LKA","MS.MIL.XPND.CD","1960-2003 SIPRI estimates.",
"LKA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LKA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LKA","IT.NET.BBND","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LKA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LKA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LKA","IT.NET.BBND.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LKA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LKA","IT.CEL.SETS.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","MS.MIL.XPND.ZS","1990-2003 SIPRI estimates.",
"LKA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2018 are based on reports provided by the country. Short-term debt data for 2018 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"LKA","IT.NET.USER.ZS","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","IT.CEL.SETS","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","IT.MLT.MAIN.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LMC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LSO","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","IT.NET.BBND.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","IT.MLT.MAIN.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LSO","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and short-term debt data for 2018 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available.",
"LSO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LSO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LSO","IT.CEL.SETS","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LSO","IT.CEL.SETS.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","IT.NET.BBND","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","IT.NET.USER.ZS","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","IT.MLT.MAIN","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","MS.MIL.XPND.CD","1976-1982 SIPRI estimates.",
"LSO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LSO","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","MS.MIL.XPND.CN","1976-1982 SIPRI estimates.",
"LSO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LSO","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LSO","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"LSO","ST.INT.ARVL","Arrivals of non-resident visitors at national borders. Due to an improvement in the data collection with the help of “Statistics South Africa”, from 2014 the data are not comparable with those of previous years.",
"LSO","MS.MIL.XPND.ZS","1988-1992 SIPRI estimates.",
"LSO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LTU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LTU","IT.CEL.SETS","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SP.DYN.CBRT.IN","Data source: Eurostat",
"LTU","SP.POP.TOTL","Data source: Eurostat",
"LTU","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","MS.MIL.XPND.ZS","1993-1995 SIPRI estimates.",
"LTU","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LTU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LTU","IT.MLT.MAIN.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LTU","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"LTU","IT.NET.BBND.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","DT.DOD.DSTC.CD","Data on short-term debt on original maturity basis are based on government statistics from 1996.",
"LTU","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SP.DYN.CDRT.IN","Data source: Eurostat",
"LTU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LTU","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Department",
"LTU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Department",
"LTU","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","IT.CEL.SETS.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LTU","IT.NET.USER.ZS","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
